node_1,neighbor_1,type_1
10.1016/j.phytochem.2008.01.006,Kaempferol,doi_name
10.2174/187152010794728620,Acetonide of odoratol,doi_name
10.1016/j.phytochem.2007.08.012,"Rel-(7R,8S,7'S,8'S)-9-hydroxy-4',5'-methylenedioxy-3,4,5,3'-tetramethoxy-7,7'-epoxylignan",doi_name
10.1016/S0031-9422(00)00477-5,Verrucosin,doi_name
10.1016/S0031-9422(00)00477-5,"7-Methyl-sargachromenol; 2,7,8-Trimethyl-2-[(3-E,7-Z)-4,12-dimethyl-8-carboxyl-3,7,11-tridecatrienyl]-3-chromen-6-ol, β-caroteno",doi_name
10.1016/S0031-9422(00)00477-5,Nectandrin B,doi_name
10.1016/j.cbi.2010.08.008,(-)-Hardwickiic acid,doi_name
10.1016/j.cbi.2010.08.008,"Casearin L; (1R*,3S*,5S*,6aR*,7R*,8R*,9S*,10S*,10aR*)-1,10-Bis(acetyloxy)-3,5,6,6a,7,8,9,10-octahydro-9-hydroxy-5-methoxy-7,8-dimethyl-7-[(2Z)-3-methylpenta-2,4-dien-1-yl]naphtho[1,8a-c]-furan-3-yl Butanoate",doi_name
10.1016/j.cbi.2010.08.008,"Casearin O; (1R*,3S*,5S*,6aR*,7R*,8R*,9S*,10S*,10aR*)-1,10-Bis(acetyloxy)-5-methoxy-7,8-dimethyl-7-[(2Z)-3-methylpenta-2,4-dien-1-yl]-3,5,6,6a,7,8,9,10-octahydronaphtho[1,8a-c]furan-3,9-diyl Dibutanoate",doi_name
10.1016/j.cbi.2010.08.008,"Casearin X; (1R*,3S*,5S*,6aR*,7S*,8S*,10R*,10aR*)-1-(Acetyloxy)-3,5,6,6a,7,8,9,10-octahydro-10-hydroxy-7,8-dimethyl-7-[(2Z)-3-methylpenta-2,4-dien-1-yl]naphtho[1,8a-c]furan-3,5-diyl Dibutanoate",doi_name
10.1016/S0031-9422(01)00079-6,Dibenzyl trisulphide,doi_name
10.1016/S0031-9422(01)00079-6,Benzylhydroxymethyl sulphide,doi_name
10.1016/S0031-9422(01)00079-6,Dibenzyl tetrasulphide,doi_name
10.1016/S0031-9422(01)00079-6,Dibenzyl sulphide,doi_name
10.1016/S0031-9422(01)00079-6,Dipropyl disulphide,doi_name
10.1016/S0031-9422(01)00431-9,"Methyl (E)-6,7,8-trimethoxycinnamate",doi_name
10.1016/S0031-9422(01)00431-9,Fagaramide,doi_name
10.1016/S0031-9422(01)00431-9,"N-[10- (13,14-methylenedioxyphenyl)-7(E)-pentaenoyl]-pyrrolidine",doi_name
10.1016/S0031-9422(01)00431-9,"Tetrahydropiperyline, N-[10-(13,14-methylenedioxyphenyl)-pentanoyl]-pyrrolidine",doi_name
10.1016/S0031-9422(01)00431-9,Arboreumine,doi_name
10.1590/S0103-50532005000800026,cyclo (L)-Pro-Gly,doi_name
10.1002/jobm.200800093,"(22E,24R)-ergosta-4,6,8(14),22-tetraen-3-one",doi_name
10.1002/jobm.200800093,Dimethyl terephthalate,doi_name
10.1002/jobm.200800093,"Pimara-7,15-dien-3β-ol",doi_name
10.1002/jobm.200800093,Ergosterol peroxide,doi_name
10.1002/jobm.200800093,8-hydroxy-6-methoxy-3-methylisocoumarin,doi_name
10.1021/np030530j,"Hostmaniene; 4-Hydroxy-3-(2',3'-dihydroxy-3'-methylbutyl)benzoate",doi_name
10.1021/np030530j,"2',6'-Dihydroxy-4'-methoxydihydrochalcone",doi_name
10.1021/np030530j,"Methyl 2,2-dimethyl-1-oxo-2H-1-benzopyran-6-carboxylate",doi_name
10.1021/np030530j,Methyl 4-hydroxy-3-(3'-methyl-2'-butenyl)benzoate,doi_name
10.1021/np030530j,"4-Hydroxy-(3',7'-dimethyl-1'-oxo-octa-2'-Z-6'-dienyl)benzoic acid",doi_name
10.1021/np030530j,Methyl 4-hydroxy-3-(3'-methyl-2'-hydroxy-3'-butenyl)benzoate,doi_name
10.1021/np030530j,Piperaduncine B,doi_name
10.1021/np030530j,Methyl taboganate; Methyl 4-hydroxy-3-(3'-methyl-1'-oxo-2'-butenyl)benzoate,doi_name
10.1021/np030530j,Aduncumene; Methyl 2-methoxy-5-(3'-methyl-1'-oxo-2'-butenyl)benzoate,doi_name
10.1021/np030530j,"3,4,5-Trimethoxydihydrocinnamic acid",doi_name
10.1016/j.bmc.2010.12.056,Citrusinine-I,doi_name
10.1016/j.bmc.2010.12.056,Citrusinine-II,doi_name
10.1016/j.bmc.2010.12.056,Glycocitrine-I,doi_name
10.1016/j.bmc.2010.12.056,Pyranofoline,doi_name
10.1016/j.bmc.2010.12.056,5-hydroxynoracronycine; Atalaphyllidine,doi_name
10.1016/j.bmc.2010.12.056,Glycocitrine-IV,doi_name
10.1590/S0100-40422005000400009,28-O-β-D-glucopyranosyl quinovic acid,doi_name
10.1590/S0100-40422005000400009,3-O-β-D-quinovopyranosyl quinovic acid,doi_name
10.1590/S0102-695X2010005000017,Nitensidine C,doi_name
10.1590/S0102-695X2010005000017,Nitensidine A,doi_name
10.1590/S0102-695X2010005000017,Nitensidine B,doi_name
10.1590/S0102-695X2010005000017,"N-1,N-2,N-3-Triisopentenylguanidine",doi_name
10.1016/j.phytochem.2008.01.006,Pterogynoside; Kaempferol-3-O-(3''-O-4'''-methylgallate-α-L-rhamnoside),doi_name
10.1016/j.phytochem.2008.01.006,Kaempferitrin,doi_name
10.1016/j.phytochem.2008.01.006,"Afzelin, 3-O-α-rhamnosyl kaempferol",doi_name
10.1016/j.bse.2006.06.007,"(4R)-4,8-dihydroxy-α-tetralone",doi_name
10.1016/j.bse.2006.06.007,(-) Cis-4-hydroxy-6-deoxyscytalone,doi_name
10.1590/S0100-40422005000600011,Cytochalasin D,doi_name
10.1590/S0100-40422005000600011,Griseofulvin,doi_name
10.1590/S0100-46702007000300002,Liriodenine,doi_name
10.1590/S0100-46702007000300002,Sinapyl 4-O-β-D-glucopyranoside alcohol,doi_name
10.1590/S0100-46702007000300002,N-acetylnonaine,doi_name
10.1590/S1519-566X2008000600013,"24-methylene-3,22-dihydroxycholesterol",doi_name
10.1590/S1519-566X2008000600013,24-methylenecycloartan-3b-ol,doi_name
10.1016/j.phytochem.2005.04.043,2-Methyl-5-methoxy-benzopyran-4-one,doi_name
10.1016/j.phytochem.2005.04.043,(2'S)-2-(propan-2'-ol)-5-hydroxy-benzopyran-4-one,doi_name
10.1021/np049863m,Strictosidine acid,doi_name
10.1021/np049863m,5α-carboxystrictosidine,doi_name
10.1021/np049863m,Turbinatine,doi_name
10.1021/np049863m,"3,4-dehydro-strictosidine",doi_name
10.1021/np049863m,"3,4-dehydrostrictosidine acid",doi_name
10.1021/np049863m,Cordifoline,doi_name
10.1590/S0103-50532005000400031,7-hydroxy-3- (11-dimethylallyl)-8-methoxycoumarin,doi_name
10.1590/S0100-40422008000400005,β-Sitosterol benzoate,doi_name
10.1590/S0100-40422008000400005,5-hydroxyflavone,doi_name
10.1590/S0100-40422008000400005,2-phenyl-4H-chromen-4-one,doi_name
10.1021/jf063451x,"7,4'-Dimethoxyflavone",doi_name
10.1021/jf063451x,"7,4'-Dihydroxyflavone",doi_name
10.1021/jf063451x,(+)-Guaiacin,doi_name
10.1021/jf063451x,Sargaquinoic acid,doi_name
10.1021/jf063451x,Fasciculiferin,doi_name
10.1021/jf063451x,Sargachromenol,doi_name
10.1021/jf063451x,"17-(3,4-Methylenedioxyphenyl)-heptadecanoic acid",doi_name
10.1021/jf063451x,"19´-(3,4-Methylenedioxyphenyl)-nonadecanoic acid",doi_name
10.5935/0103-5053.19960024,Galioside,doi_name
10.5935/0103-5053.19960024,Teucrein,doi_name
10.5935/0103-5053.19960024,Apodanthoside,doi_name
10.5935/0103-5053.19960024,11-O-trans-feruloylteucrein,doi_name
10.1590/S0103-50532009000100029,"3,4-dimethyl-2-(4'-hydroxy-3',5'-dimethoxyphenyl)-5-methoxy-tetrahydrofuran",doi_name
10.1055/s-0029-1185364,Isoswertisin-4'-methyl-ether-2''α-L-rhamnoside,doi_name
10.1055/s-0029-1185364,2-Episesalatin,doi_name
10.1055/s-0029-1185364,Clusifoliol,doi_name
10.1055/s-0029-1185364,Isoswertisin-2''α1-L-rhamnoside,doi_name
10.1055/s-0029-1185364,Sesartemin,doi_name
10.1021/jf00030a035,2-methyl-5-pentadecylresorcinol,doi_name
10.1021/jf00030a035,"2-methyl-5-[8(Z),11(Z),14-pentadecatrienyl]resorcinol",doi_name
10.1021/jf00030a035,6-pentadecylsalicylic acid,doi_name
10.1021/jf00030a035,"5-[8(Z),11(Z),14-pentadecatrienyl]resorcinol",doi_name
10.1021/jf00030a035,5-[8(Z)-pentadecenyl]resorcinol,doi_name
10.1021/jf00030a035,"5-[8(Z),11(Z)-pentadecadienyl]resorcinol",doi_name
10.1021/jf00030a035,"6-[8(Z),11(Z),14-pentadecatrienyl]salicylic acid",doi_name
10.1021/jf00030a035,2-methyl-5-[8(Z)-pentadecenyl]resorcinol,doi_name
10.1021/jf00030a035,"2-methyl-5-[8(Z),11(Z)-pentadecadienyl]resorcinol",doi_name
10.1021/jf00030a035,"6-[ 8(Z),11(Z) -pentadecadienyl] salicylic acid",doi_name
10.1021/jf00030a035,5-pentadecylresorcinol,doi_name
10.1590/S0103-50532010000500016,limonexic acid,doi_name
10.1248/cpb.56.723,Pedalitin,doi_name
10.1248/cpb.56.723,Sorbifolin 6-O-β-glucopyranoside,doi_name
10.1248/cpb.56.723,Nitensoside B; Pedalitin 6-O-α-rhamnopyranosyl(1'''→6'')-β-glucopyranoside,doi_name
10.1248/cpb.56.723,Nitensoside A; Sorbifolin 6-O-α-rhamnopyranosyl(1'''→6'')-β-glucopyranoside,doi_name
10.1021/np900644x,12′-hydroxy-7′-multijuguinone,doi_name
10.1021/np900644x,7′-multijuguinone,doi_name
10.1590/S0102-695X2012005000106,Anhydrofusarubin,doi_name
10.1590/S0102-695X2012005000106,Beauvericin,doi_name
10.1002/cbdv.200590016,"Maytenin, Tingenone",doi_name
10.1002/cbdv.200590016,Netzahualcoyene,doi_name
10.1002/cbdv.200590016,Salacin,doi_name
10.1002/cbdv.200590016,20α-Hydroxymaytenin; 20-hydroxy-20-epi-tingenone,doi_name
10.1016/0031-9422(73)85048-4,"7-Hydroxy-4',6-dimethoxyisoflavone; Afrormosin; Afromosin",doi_name
10.1080/14786410600907002,citrusinine-I,doi_name
10.1080/14786410600907002,des-N-methylnoracronycine,doi_name
10.1080/14786410600907002,5-hydroxy-N-methylseverifoline,doi_name
10.1080/14786410600907002,atalaphyllinine,doi_name
10.1590/S0103-50532009000400008,bis-5-hydroxyacronycine,doi_name
10.1590/S0103-50532009000400008,Citibrasine,doi_name
10.1055/s-0028-1088323,Pentaol,doi_name
10.1055/s-0028-1088323,Iso-odoratol,doi_name
10.1055/s-0028-1088323,Hispidol A,doi_name
10.1055/s-0028-1088323,Piscidinol A,doi_name
10.1055/s-0028-1088323,"3,11-dioxoolean-12-en-28- onic acid",doi_name
10.1055/s-0028-1088323,Oleanonic acid,doi_name
10.1055/s-0028-1088323,Nilocetin,doi_name
10.1055/s-0028-1088323,cryptomeridiol,doi_name
10.1016/S0031-9422(00)00226-0,"N-[3-(6'-methoxy-3',4'-methy-lenedioxyphenyl)-2(Z)-propenoyl]pyrrolidine",doi_name
10.1016/S0031-9422(00)00226-0,"4,5-dihydropiperlonguminine; Piperlonguminine",doi_name
10.1016/S0031-9422(00)00226-0,(E)-piplartine,doi_name
10.1016/S0031-9422(00)00226-0,"10,11-dihydropiperine; Δα,β-dihydropiperine",doi_name
10.1016/S0031-9422(00)00226-0,"4,5-dihydropiperyline",doi_name
10.1016/S0031-9422(00)00226-0,Pellitorine,doi_name
10.1016/S0031-9422(00)00226-0,"(Z)-piplartine; 8(Z)-N-(12,13, 14-trimethoxycinnamoyl)- 3-pyridin-2-one",doi_name
10.1016/S0031-9422(00)00226-0,"(3Z,5Z)-N-isobutyl-8-(30,40-methylenedioxy-phenyl)-heptadienamide",doi_name
10.1016/0040-4020(95)00254-6,Canavaline,doi_name
10.1016/0040-4020(95)00254-6,Leptophyllin A,doi_name
10.1016/0040-4020(95)00254-6,(-)-Spectalinine,doi_name
10.1002/ps.1278,polypodine B,doi_name
10.1002/ps.1278,20-hydroxyecdysone; polypodine A,doi_name
10.1002/ps.1278,stachysterone,doi_name
10.1002/ps.1278,Quercetin,doi_name
10.1002/ps.1278,5-hydroxymethyl- 2-furancarboxaldehyde; 5-hydroxymethyl-2-furfuraldehyde,doi_name
10.1002/ps.1278,carlinoside,doi_name
10.1002/ps.1278,shidasterone,doi_name
10.1002/ps.1278,ellagic acid 4-O-α-L-rhamnopyranoside; eschweilenol C,doi_name
10.1002/ps.1278,schaftoside,doi_name
10.1002/ps.1278,arjunolic acid,doi_name
10.1002/ps.1278,Isoorientin,doi_name
10.1002/ps.1278,Syringic acid,doi_name
10.1002/ps.1278,"Quercitrin, 3-O-α-rhamnosylquercetin",doi_name
10.1002/ps.1278,"2,4,6-trimethoxybenzoic acid",doi_name
10.1590/S0103-50532005000300018,4-metoxi-6-[2-(metilamino)fenil]- 2H-piran-2-ona,doi_name
10.1016/S0031-9422(98)00069-7,3-Acetyl aleuritolic acid,doi_name
10.1021/jf100233y,Lauryl gallate,doi_name
10.1021/jf100233y,Methyl gallate,doi_name
10.1021/jf100233y,"Gallic acid; 3,4,5-trihydroxybenzoic acid",doi_name
10.1021/jf100233y,n-Propyl gallate,doi_name
10.1590/S0103-50532005000800008,"Catechin, Ent-catechin",doi_name
10.1590/S0103-50532005000800008,Kaempferol-3-O-D-glucopyranoside,doi_name
10.1590/S0103-50532005000800008,Kaempferol-3-O-rutinoside,doi_name
10.1590/S0103-50532005000800008,6-Hydroxy-rutin,doi_name
10.1590/S0103-50532005000800008,Kaempferol-3-O-α-L-rhamnopyranosyl-(1→6)-β-D-galactopyranoside,doi_name
10.1590/S0103-50532005000800008,Procyanidin B-3,doi_name
10.1590/S0103-50532005000800008,Kaempferol-3-O-D-galactopyranoside,doi_name
10.1080/14786410802243271,"4-Hydroxy-3-(3',7'-dimethyl-3'-hydroxy-1'-oxo-6'-octenyl)benzoic acid",doi_name
10.1080/14786410802243271,"Isosakuranetin; 5,7-dihydroxy-4'-methoxyflavanone",doi_name
10.1080/14786410802243271,"Sakuranetin; 5,4'-dihydroxy-7-methoxyflavanone",doi_name
10.1080/14786410802243271,"4-Hydroxy-(3',7'-dimethyl-1'-oxo-octa-2'-E-6'-dienyl)benzoic acid",doi_name
10.1248/bpb.31.538,"2,2-dimethyl-2H-chromene-6-carboxylic acid",doi_name
10.1248/bpb.31.538,"Methyl-2,2-dimethyl-8-(3'-methylbut-2'-enyl)chroman-6-carboxylate",doi_name
10.1248/bpb.31.538,(2S)-8-Isopentyl-2-methyl-2-(4'-methylpentyl)chroman-6-carboxylic acid,doi_name
10.1248/bpb.31.538,"Methyl-8-hydroxy-2,2-dimethylchroman-6-carboxylate",doi_name
10.1248/bpb.31.538,(2S)-Methyl-8-isopentyl-2-methyl-2-(4'-methylpentyl)chroman-6-carboxylate,doi_name
10.1248/bpb.31.538,"Methyl-8-(ethanoyloxy)-2,2-dimethyl-2H-chromene-6-carboxylate",doi_name
10.1248/bpb.31.538,Gaudichaudianic acid; (2S)-2-methyl-2-(4'methyl-3'-pentenyl)-8-(3''-methyl-2-butenyl)- 2H-1-benzopyran-6-carboxylic acid,doi_name
10.1248/bpb.31.538,"(2S)-2-methyl-8-(3""-methylbut-2""-enyl)-2-(4'-methylpent-3'-enyl)-2H-chromene-6-carboxylic acid",doi_name
10.1248/bpb.31.538,"(2S)-Methyl-2-methyl-8-(3""-methylbut-2""-enyl)-2-(4'-methylpent-3'-enyl)-2H-chromene-6-carboxylate",doi_name
10.1248/bpb.31.538,"Methyl-2,2-dimethylchroman-6-carboxylate",doi_name
10.1016/j.phytochem.2004.03.039,Netzahualcoyonol,doi_name
10.1016/j.phytochem.2004.03.039,Cognatine,doi_name
10.1016/j.phytochem.2004.03.039,Netzahualcoyondiol,doi_name
10.1016/j.phytochem.2004.03.039,22β-hydroxypristimerin,doi_name
10.1055/s-0034-1368301,Aphidicolin,doi_name
10.1021/np030100t,"2-(2'-O-benzoyl)-C-β-D-glucopyranosyl-1,3,6,7-tetrahydroxyxanthone",doi_name
10.1021/np030100t,Mangiferin,doi_name
10.1021/np030100t,"2-(2'-O-transcoumaroyl)-C-β-D-glucopyranosyl-1,3,6,7-tetrahydroxyxanthone",doi_name
10.1021/np030100t,"2-(2'-O-trans-caffeoyl)-C-β-D-glucopyranosyl-1,3,6,7-tetrahydroxyxanthone",doi_name
10.1021/np030100t,Muraxanthone,doi_name
10.1107/S160053680302107X,"5,7-dimethoxy-2,2-dimethyl-2H-1-benzopyran-6-propanoic acid",doi_name
10.1515/znc-2008-5-611,"2α,3α-dihydroxyolean-12- en-28-oic acid",doi_name
10.1515/znc-2008-5-611,penduletin 4-O-methyl ether,doi_name
10.1515/znc-2008-5-611,Chrysoeriol,doi_name
10.1515/znc-2008-5-611,"2α,3α,19α- trihydroxyurs-12-en-28-oic acid",doi_name
10.1515/znc-2008-5-611,p-hydroxybenzoic acid,doi_name
10.1515/znc-2008-5-611,"3,3-O-dimethylquercetin",doi_name
10.1515/znc-2008-5-611,acacetin,doi_name
10.1590/S0103-50532005000800025,fraxinellonone,doi_name
10.1590/S0103-50532005000800025,epoxy-fraxinellone,doi_name
10.1515/znc-2009-11-1212,5-hydroxymellein,doi_name
10.1515/znc-2009-11-1212,Uracil,doi_name
10.1515/znc-2009-11-1212,4-Hydroxymellein,doi_name
10.1515/znc-2009-11-1212,Cyclo-(L-Pro-L-Val),doi_name
10.1016/j.phytochem.2005.06.019,1-O-(E)-caffeoyl-β-D-glucopyranoside,doi_name
10.1016/j.phytochem.2005.06.019,1-O-(E)-feruloyl-β-D-glucopyranoside,doi_name
10.1016/j.phytochem.2005.06.019,"1,6-di-O-caffeoyl-β-D-glucopyranoside",doi_name
10.1016/j.phytochem.2005.06.019,"α-L-xylopyranosyl-(4""→20)-(3-O-β-D-glucopyranosyl)-1'-O-E-caffeoyl-β-D-glucopyranoside",doi_name
10.1021/np060254j,(+)-α-Hydroxyerysotrine,doi_name
10.1021/np060254j,(+)-11α-Hydroxyerythravine,doi_name
10.1021/np060254j,(+)-Erythravine,doi_name
10.1002/ps.478,"astilbin; Rel-(2R, 3R)-dihydroquercetin-3-O-±-L-rhamnoside",doi_name
10.1016/j.jphotobiol.2013.01.006,Maculosidine,doi_name
10.1016/j.jphotobiol.2013.01.006,Kokusaginine,doi_name
10.1016/j.phytochem.2007.08.012,"Rel-(7R,8S,7'S,8'S)-4,5,4',5'-dimethylenedioxy-3,3'-dimethoxy-7,7'-epoxylignan",doi_name
10.1016/j.phytochem.2007.08.012,"Rel-(7R,8S,7'S,8'S)-4-hydroxy-4',5'-methylenedioxy-3,5,3'-trimethoxy-7,7'-epoxylignan",doi_name
10.1016/j.phytochem.2007.08.012,"Rel-(7R,8S,7'S,8'S)-4'-hydroxy-3,4,5,3',5'-pentamethoxy-7,7'-epoxylignan",doi_name
10.1016/S0031-9422(00)00248-X,"2'-hydroxy-3,4,4'-trimethoxy-5',6'-(2'',2''-dimethylpyrano)-chalcone",doi_name
10.1016/S0031-9422(00)00248-X,"3',4'-methylenedioxy-5,7-dimethoxyflavone",doi_name
10.1016/S0031-9422(97)00238-0,β-Gardiol,doi_name
10.1016/S0031-9422(97)00238-0,Ferulic acid,doi_name
10.1016/S0031-9422(97)00238-0,α-Gardiol,doi_name
10.2174/187152010794728620,Cabraleadiol,doi_name
10.2174/187152010794728620,toonacilin,doi_name
10.2174/187152010794728620,Odoratol,doi_name
10.2174/187152010794728620,"6α-acetoxy-14β,15β-epoxyazadirone",doi_name
10.1590/S0103-50532003000300007,"3',4',5',3,5,7,8-heptamethoxyflavone",doi_name
10.1590/S0103-50532003000300007,"3,5,6,7,3',4',5'-heptamethoxyflavonol",doi_name
10.1590/S0100-40421998000600005,Plumericin,doi_name
10.1590/S0100-40421998000600005,Isoplumericin,doi_name
10.3390/molecules190812031,Isopimpinellin,doi_name
10.1016/S0031-9422(00)00323-X,Mayoside C,doi_name
10.1016/S0031-9422(00)00323-X,Picramnioside F,doi_name
10.1590/S0100-40422008000400018,Quercetin 3-O-sophoroside,doi_name
10.3390/molecules15129205,Leptomerine,doi_name
10.3390/molecules15129205,Leiokinine A,doi_name
10.1590/S0103-50532005000800029,Phomopsilactone,doi_name
10.1590/S0103-50532005000800029,"Ethyl 2,4-dihydroxy-5,6-dimethylbenzoate",doi_name
10.1590/S0103-50532005000800029,2-hydroxyphenylacetic acid,doi_name
10.1590/S0102-695X2007000300003,"Amentoflavone 7”,4”’-dimethyl ether",doi_name
10.1590/S0102-695X2007000300003,Podocarpusflavone A,doi_name
10.1590/S0102-695X2007000300003,Heveaflavone,doi_name
10.1016/j.phytochem.2006.06.004,"3,12-Dihydroxycadalene",doi_name
10.1016/j.phytochem.2006.06.004,"Rel-(+)-(7S,9R,10S)-3,9,12-trihydroxycalamenene",doi_name
10.1016/j.phytochem.2006.06.004,"3,11,12-Trihydroxycadalene",doi_name
10.1021/np9004079,2β-Hydroxyzuelanin-6β-cinnamate,doi_name
10.1021/np9004079,Rel-2α-hydroxyzuelanin-6β-benzoate,doi_name
10.1021/np9004079,Caseobliquin A,doi_name
10.1021/np9004079,Rel-6β-hydroxyzuelanin-2β-benzoate,doi_name
10.1007/s10295-012-1165-2,"1-methoxy-3-hydroxy-3,10b-4,5a-diepoxy-8b-isobutyroyloxygermacr-11(13)-en-6a,12-olide",doi_name
10.1007/s10295-012-1165-2,Tagitinin C,doi_name
10.1080/14786410903335232,n-Pentyl gallate,doi_name
10.1080/14786410903335232,Isobutyl gallate,doi_name
10.1080/14786410903335232,n-Butyl gallate,doi_name
10.1080/14786410903335232,Isopropyl gallate,doi_name
10.1021/np500453x,"1-(5,7-dihydroxy-2,2-dimethylchroman- 6-yl)-3-[4-hydroxy-3-(3-methylbut-2-en-1-yl)- phenyl]propan-1-one",doi_name
10.1021/np500453x,"1-[3-(3,7-dimethylocta-2,6-dien-1-yl)-2,4,6- trihydroxyphenyl]-3-(4-hydroxyphenyl)propan-1-one",doi_name
10.1021/np500453x,"1- (5,7-dihydroxy-2,2-dimethylchroman-6-yl)-3-(2,2-dimethylchroman- 6-yl)propan-1-one",doi_name
10.1021/np500453x,"1-(5,7-dihydroxy-2,2-dimethylchroman-6-yl)-3-(1,1,4a-trimethyl-2,3,4,4a,9a-hexahydro-1H-xanthen-7-yl)propan-1-one",doi_name
10.1093/mutage/gep034,"Caseargrewiin F; (1R*,3S*,5S*,6aR*,7S*,8R*,10R*,10aR*)-1,3-Bis(acetyloxy)-3,5,6,6a,7,8,9,10-octahydro-10-hydroxy-7,8-dimethyl-7-[(2Z)-3-methylpenta-2,4-dien-1-yl]naphtho[1,8a-c]furan-5-yl Butanoate",doi_name
10.1016/0031-9422(90)80024-B,2-n-Propylquinoline,doi_name
10.1016/0031-9422(90)80024-B,2-n-Pentylquinoline,doi_name
10.1016/0031-9422(90)80024-B,"2-(3',4'-methylenedioxyphenylethyl)-Quinoline",doi_name
10.1016/S0031-9422(03)00153-5,Secoxyloganin,doi_name
10.1016/S0031-9422(03)00153-5,Diderroside,doi_name
10.1016/0031-9422(91)85077-D,2-Methyl-4-hydroxy-butyl caffeoate,doi_name
10.1016/j.chroma.2009.02.009,"5,7-dimethoxy-2,2-dimethyl-2H-1-benzopyran-6-propanoate",doi_name
10.1016/S0031-9422(99)00132-6,"3-(3',7 '-dimethyl-2',6 '-octadienyl)-4-methoxy-benzoic acid",doi_name
10.1016/S0031-9422(99)00132-6,"4-Methoxy-3-(3',7'-dimethylocta-2'-E-6'-dienyl)benzoic acid",doi_name
10.1016/S0031-9422(99)00132-6,"Methyl-8-hydroxy-2,2-dimethyl-2H-chromene-6-carboxylate",doi_name
10.1016/j.micres.2004.06.003,fumiquinozoline F,doi_name
10.1590/S0100-40422010001000006,"19,20-Epoxycytochalasin D",doi_name
10.1590/S0100-40422010001000006,"19,20-Epoxycytochalasin N",doi_name
10.1590/S0100-40422010001000006,"19,20-Epoxycytochalasin R",doi_name
10.1590/S0100-40422010001000006,"19,20-Epoxycytochalasin C",doi_name
10.1021/np50086a012,"Cusculine; 1,2,3,5,6-pentamethoxy-9-acridone",doi_name
10.1021/np50086a012,"Cuspanine; 1-hydroxy-2,3,5,6-tetramethoxy-9-acridone",doi_name
10.1016/j.chroma.2009.02.066,Xanthyletin,doi_name
10.1021/np9704617,Viburgenin,doi_name
10.1590/S0103-50532003000500012,"Chlorogenic acid methyl ester, Methyl (1S,3R,4R,5R)-3-{[(2E)-3-(3,4-dihydroxyphenyl)-2-propenoyl]oxy}-1,4,5-trihydroxycyclohexanecarboxylate",doi_name
10.1023/B:JOEC.0000042400.14451.08,Hinesol,doi_name
10.1023/B:JOEC.0000042400.14451.08,guaiol,doi_name
10.1023/B:JOEC.0000042400.14451.08,α-eudesmol,doi_name
10.1023/B:JOEC.0000042400.14451.08,γ-eudesmol,doi_name
10.1080/14786410412331271979,Egonol,doi_name
10.5935/0100-4042.20140049,2-butyl-D-fructofuranoside,doi_name
10.5935/0100-4042.20140049,3-Oxoursolic acid,doi_name
10.1021/jf60217a066,"β-caryophyllene, trans-caryophyllene",doi_name
10.1002/cbdv.200800342,"Casearin X Dialdehyde; (2R*,4aS*,5S*,7R*,8R*,8aS*)-4,4a-Diformyl-1,2,4a,5,6,7,8,8a-octahydro-5-hydroxy-7,8-dimethyl-8-[(2Z)-3-methylpenta-2,4-dien-1-yl]naphthalen-2-yl Butanoate",doi_name
10.1002/cbdv.200800342,"Casearin D; (1R*,3S*,5S*,6aR*,7R*,8R*,9S*,10S*,10aR*)-1-(Acetyloxy)-3,5,6,6a,7,8,9,10-octahydro-5,10-dihydroxy-7,8-dimethyl-7-[(2Z)-3-methylpenta-2,4-dien-1-yl]naphtho[1,8a-c]furan-3,9-diyl Dibutanoate",doi_name
10.1590/S0102-695X2008000200010,"Acteoside; [β-3,4-dihydroxyphenyl)-ethyl]-(3'-O-α-L-rhamnopyranosyl)-(4'-O-cafeoyl)-β-D-glycopyranoside, verbascoside",doi_name
10.1515/znc-2002-5-602,amorphispironone,doi_name
10.1590/S0100-40422009000600037,11β-acetoxyobacunone,doi_name
10.1016/j.biortech.2010.01.041,p-hydroxybenzoic acid-geranyl ester,doi_name
10.1016/j.biortech.2010.01.041,"3,4-dihydroxybenzoic acid geranyl ester",doi_name
10.1021/np800612x,Nitensidine D,doi_name
10.1021/np800612x,Nitensidine E,doi_name
10.1021/cc100076k,"2',5-dihydroxy-3-methoxy-8-dimethylallyl-6, 7-(2' ',2''-dimethylpyrano)-dihydroflavonol",doi_name
10.1021/cc100076k,"Luteolin; 2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-chromen-4-one",doi_name
10.1590/S0100-40422002000300002,"2α,3α-Dihydroxy-urs-12-en-28-oic acid",doi_name
10.1002/ptr.1249,Quercetin 3-O-α-L-rhamnopyranosyl (1→6)-O-[β -D-glucopyranosyl (1→3)-O-α-L-rhamnopyranosyl-(1→2)]-O-β -D-glucopyranosyl,doi_name
10.1002/ptr.1249,Ourateacatechin,doi_name
10.1002/ptr.1249,Kaempferol 3-O-α-L-rhamnopyranosyl (1→6)-O-[β -D-glucopyranosyl (1→3)-O-α-L-rhamnopyranosyl-(1→2)]-O-β -D-glucopyranosyl,doi_name
10.1002/ptr.1249,Proanthocyanidin,doi_name
10.1002/ptr.1249,(-)-Epigallocatechin,doi_name
10.1021/np4006822,Austdiol diacetate,doi_name
10.1021/np4006822,Mycoleptone A,doi_name
10.1021/np4006822,Mycoleptone A tetraacetate,doi_name
10.1021/np4006822,9-hydroxyeugenin,doi_name
